is_in:village,Is_there_a_Project_associated_,Ward,Sub_ward_location_001,Sub_Location_marigat,Sub_Location_Kiponjos,Sub_Location_Bekibon,Sub_Location_Tuluongoi,Sub_Location_Kimalel,Sub_Location_Kimondis,Sub_Location_Sokta,Sub_Location_Ewalel_Soi,Sub_ward_location,Sub_location_Mogotio,Sub_location_ngubereti,Sub_location_Sirwa,Sub_location_Koitebes_Kimngorom,Sub_location_Kiptoim,Sub_location_Rosoga,PB_or_HQ,Project_Name,Additional_Project_Details,,,Budgeted sum,wb_pb:id,added wb_pb:id,Category,Type_of_project,If_Other_what_is_the_project_type,What_is_the_project_s_apparent_status,Projects_that_have_been_completed,projects_that_have_not_yet_started,projects_that_have_stalled,In_your_opinion_is_the_project_quality,Please_add_any_details_about_y,image:project,Notes corrections on Kobo,zack's comment/feedback/correction,Validation Status on Kobo,Notes Adele 10/10 and 29/10
Esageri,yes,mogotio,,,,,,,,,,kiptoim,,,,,kiptoim,,PB,Esageri school for deaf,Construction of Esageri school for deaf dining hall,,,"3,403,920.40",64,,SCG,Other_1,Dining hall,completed,operational,,,adequate,"The building was not finished properly since no electricity wiring is done, no tables and chairs is to be used, kitchen equipping was not also install.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568284357105.jpg,"Corrected Dining Hall after Other, fixed Dep and corrected spelling mistake",,Approved,
Chemamul,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,koitebes,,,PB,Matebei Borehole,Matebei Borehole Water Solar Installation,,,"2,500,000.00",65,,WI,borehole,,completed,operational,,,adequate,The solar is well fixed pumping rate is low to the distributing tank,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568871498024.jpg,no. 65 repeated twice on 17/18/19,This feature was remapped. This is the one that should be kept. It matches with what is on OSM,Approved,Flagged as Approved
Aram,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,koitebes,,,PB,Aram ECDE,Construction of ECDE Classroom,,,"1,000,000.00",66,,EDU,ecde_centre,,stalled,,,low_budget,adequate,"The floor is not yet finished, lockable door is fixed, windows fixed but no glasses.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568696908015.jpg,Corrected spaces in between words,Approved,,
Chepkoyo,yes,mogotio,,,,,,,,,,sirwa,,,sirwa,,,,PB,Chepkoyo ECDE,Construction of ECDE classroom,,,"1,000,000.00",67,,EDU,ecde_centre,,not_yet_started,,handed_over_to,,poor,The site is not yet cleared and levelled. There is no materials on the site to indicate any sign of the project starting.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568365230716.jpg,Fixed Dep,,Approved,
Chepkokon,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,koitebes,,,PB,Chepkokon ECDE,Construction of ECDE classroom,,,"1,540,000.00",68,,EDU,ecde_centre,,completed,operational,,,adequate,"The class well roofed, lockable door fixed, windows well fixed with glasses, needs to be equipped and barrier to be prepared for the safety of the learners and also needs a latrine.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568700201877.jpg,Corrected spaces in between words and grammar,Approved,,
Kimngorom,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,kimngorom,,,PB,Boda boda Shed,Construction of bodaboda sheds,,,"400,000.00",69,,FIEC,parking_space,,completed,operational,,,excellent,The shed is well constructed,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568873988611.jpg,Corrected project name,Approved,,
Kiptum,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,kimngorom,,,PB,Kipngorom Dam,Dam construction Kipngorom,,,"900,000.00",70,,WI,earth_dam,,stalled,,,contractor_left,poor,"The Dam is leaking, the water through not yet constructed and has not been fenced",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568816606202.jpg,Not sure to understand what they mean in the details: see comment,Approved,,
Rosy,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,kimngorom,,,PB,Rosy Water Project,Rosy Water Project,,,"3,570,000.00",71,,WI,Water_project,,completed,non_operational,,,poor,Water overflowed and carried away the whole intake.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568811451980.jpg,Nothing,Approved,,
Kimngorom,yes,mogotio,,,,,,,,,,koitebes/kimng,,,,kimngorom,,,PB,Kimngorom ECDE,Construction of ECDE classroom,,,"1,000,000.00",73,,EDU,ecde_centre,,completed,operational,,,adequate,Not equipt.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568789055727.jpg,Corrected project name,Approved,,
Kapkiris,yes,mogotio,,,,,,,,,,sirwa,,,sore,,,,PB,Kapkiris ECDE,Construction of ECDE classroom,,,"1,250,000.00",74,181,EDU,ecde_centre,,not_yet_started,,handed_over_to,,poor,"The contractor located the site, cleared but has not brought any material for readiness to start the project.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568281990773.jpg,"Corrected ID, fixed Dep",,Approved,
Ngubereti,yes,mogotio,,,,,,,,,,ngubereti,,ngubereti,,,,,PB,Ndaramiandet Water Pan,Construction of Ndaramiandet water pan,,,"2,865,150.00",75,,WI,earth_dam,,completed,operational,,,adequate,One section of the dam was not fully completed but other facilities like fencing and toilets were completed.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568793533432.jpg,Nothing,Approved,,
Noiwet,yes,mogotio,,,,,,,,,,ngubereti,,ngubereti,,,,,PB,Noiwet Borehole,Drilling of Noiwet borehole,,,"2,600,000.00",76,76,WI,borehole,,stalled,,,low_budget,poor,"The pump which was equipped is in plastic which doesn't accommodate the warm temperatures, and also the pump which was installed can't handle the high water temperatures.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568369937984.jpg,"Fixed Dep, corrected grammar",,Approved,
Noiwet,yes,mogotio,,,,,,,,,,ngubereti,,ngubereti,,,,,PB,Noiwet Borehole,Equipping of Noiwet borehole,,,"3,500,000.00",77,77,WI,Water_project,,completed,operational,,,adequate,Water is always available but the water tank is leaking.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568371317113.jpg,Fixed Dep,,Approved,
Kapkararam,yes,mogotio,,,,,,,,,,ngubereti,,ngubereti,,,,,PB,Kapkararam Borehole,Drilling,,,"2,500,000.00",78,,WI,borehole,,not_yet_starte,,handed_over_to,,poor,It has not yet started.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568800414483.jpg,Corrected capitalization,Approved,,
Kenet,yes,mogotio,,,,,,,,,,ngubereti,,ngubereti,,,,,PB,Kenet ECDE,Construction of ECDE classroom,,,"1,000,000.00",79,,EDU,ecde_centre,,stalled,,,contractor_left,adequate,"The design of the blackboard has not been done, the ramp has not been constructed, there's no employed staff. But the structural standard is commendable.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568797953493.jpg,Corrected ECDE and grammar,Approved,,
Ngubereti,yes,mogotio,,,,,,,,,,ngubereti,,ngubereti,,,,,PB,Ngubereti Health Center,Erection and completion of ward blocks,,,"4,000,000.00",80,,HS,maternity_ward,,on_going,,,,adequate,The roofing and finishing of the facility is remaining but the structure standard is commendable.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568794293587.jpg,Corrected grammar,Approved,,
Bekibon,yes,marigat,bekibon,,,buiwon,,,,,,,,,,,,,PB,Bekibon ECDE,Construction of ECDE toilet,,,,81,,EDU,ecde_centre,,completed,operational,,,excellent,"At least it's fairly build, but need of additional class",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568109480600.jpg,"Zack, see comment on project detail",What's the issue here?,,"The issue here was: Is it toilet or class? cause in the name there was written Bekibon ECDE Class and on the project list there is written class also, not toilet"
Patkawanin,yes,marigat,kimalel,,,,,koriema,,,,,,,,,,,HQ,Patkawanin ECDE,Construction of an ECDE Center,,,,83,,EDU,ecde_centre,,completed,operational,,,excellent,1. It has promoted early childhood education. 2. It has created a conducive environment for learning. 3. It has accomodated more pupils than before.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568106330549.jpg,Corrected project name and fixed Dep,,Approved,
Sirinyo A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Karianga ECDE,Construction Of ECDE Classrooms,,,"3,828,448.00",84,223,EDU,ecde_centre,,completed,operational,,,excellent,The building is complete and it is well done. The floor is in good condition. There is a ramp for easy accessibility for pupils with disability. When the building was done it attracted parents to bring their kids to the school because they now believed that it is a county school.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568290627873.jpg,"Zack, see comment on ID","Yes it's 84 --> okay, corrected ID, grammar and fixed Dep",Approved,
Mokobe,yes,marigat,kimalel,,,,,sabor,,,,,,,,,,,HQ,Mokobe ECDE,Construction of ECDE Classroom,,,"3,828,448.00",85,,EDU,ecde_centre,,completed,operational,,,adequate,"The structure is well built but the desks are not up to standard. They lack water, electricity and toilets",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568367282445.jpg,Corrected spelling mistake,,Approved,
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,PB,Marigat Primary ECDE,Construction of ECDE Classroom,,,"5,235,344.00",86,,EDU,ecde_centre,,completed,operational,,,adequate,The project is adequate but needs repairing of windows that are broken,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568027219069.jpg,Corrected department and spelling mistake,,Approved,
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Sale Yard,Construction/Rehabilitation Of Marigat Sale Yard,,,"461,726.40",87,,AGLF,Other_1,Goat Yard,completed,operational,,,excellent,The community is able to buy and sale livestocks on auction day.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568288145961.jpg,"Fixed Dep, corrected grammar",,Approved,
Kimalel,yes,marigat,kimalel,,,,,kimalel,,,,,,,,,,,PB,Kimalel Goat Auction,Construction of Pavilion at Kimalel Goat Auction,,,"5,000,000.00",88,,AGLF,Other_1,Pavilion,completed,operational,,,excellent,Well structured and managed.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568712361474.jpg,Corrected grammar,Approved,,
Ngenyin,yes,marigat,ewalel_soi,,,,,,,,koitilion,,,,,,,,HQ,Ngenyin Irrigation Scheme,Channeling of water for crop irrigation,,,"5,264,625.00",89,91,WI,irrigation_scheme,,completed,operational,,,excellent,It provides water for irrigating food crops hence improving food security,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568279969141.jpg,"Zack, see comment on ID","It should be 89, another mix up in the field --> okay, corrected ID to 89 and fixed Dep",Approved,
Sirinyo C,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Sirinyo Water Supply,Construction Of Borehole By Red Cross,,,"340,500/2,000,000",90,,WI,borehole,,completed,operational,,,adequate,Supply clean water to the community but there is leakage with the main tank. There is clean water but the pressure is low,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568272972595.jpg,"Corrected project name, grammar and fixed Dep",,Approved,
Maoi,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Maoi Water Supply,Construction Of Borehole,,,"1,995,000.00",91,,WI,borehole,,completed,operational,,,excellent,1. Pupils get clean water for human consumption. 2. Community gets water frequently.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568109587749.jpg,"Corrected project name, fixed Dep and spelling mistakes",,Approved,
Kimao,yes,marigat,kimalel,,,,,koriema,,,,,,,,,,,HQ,Patkawanin/Kimao Water Supply,Rehabilitation of Water Pipeline,,,"1,400,353.00",95,,WI,earth_dam,,completed,operational,,,adequate,"1.It stores and supplies water for the community
2.The pipes are rusted hence causing water leakage
3.Some equipment is outdated and has stopped functioning",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568374706296.jpg,"Corrected project name, and grammar",,Approved,
Kabusa,yes,marigat,ewalel_soi,,,,,,,,kabusa,,,,,,,,PB,Kabusa,Drilling and Equipping,,,,98,,WI,borehole,,completed,operational,,,adequate,"The project requires maintainance and installation of gate bulbs, valves and cleaning solar pannels.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568109934564.jpg,"Corrected spelling mistake, fixed Dep",,Approved,
Kibingor,yes,marigat,kimondis,,,,,,kibingor,,,,,,,,,,HQ,Kibingor Borehole,Drilling and equopping of Kibingor borehole,,,,99,,WI,borehole,,completed,operational,,,excellent,It supplies water to the community.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568283618986.jpg,"Added project details as written here on the csv, fixed dep and corrected spelling mistake",,Approved,
Kapkechii,yes,marigat,kimalel,,,,,sabor,,,,,,,,,,,HQ,Kapkechii Borehole,Drilling and Equipping,,,,101,,WI,borehole,,completed,operational,,,excellent,It provides clean water for the community.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568711350283.jpg,Corrected grammar,Approved,,
Kipsamisonchun,yes,marigat,kimalel,,,,,sabor,,,,,,,,,,,HQ,Kipsamisonchun Borehole,Drilling and Equipping,,,,102,,WI,borehole,,completed,operational,,,excellent,It provides clean water for the community,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568712654884.jpg,Corrected project name and grammar,Approved,,
Kamasula,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Kamagonge Borehole,Drilling Of Borehole,,,,104,,WI,borehole,,completed,operational,,,excellent,1. It provides clean and affordable water to the community. 2. It has improved accessibility to water. 3. Easy accessible to the community,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568287233131.jpg,"no.104 (Marigat) on 12/09 mapped twice cause they closed the first form. Merged the information in the first of the two records and then highlighted the one which is supposed to be flagged as Not Approved  → check maybe also the pictures on Kobo before flagging Not Approved. Fixed Dep, merged information in description",,Approved,
Sirinyo A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Kapsamson Borehole,Construction Of Borehole,,,,105,,WI,borehole,,completed,operational,,,excellent,1. Pipes are well fitted. 2. There is distribution of clean water for human consumption.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568281801024.jpg,"Fixed Dep, added spaced in between words",,Approved,
Marigat Town A,yes,marigat,marigat,perkera,,,,,,,,,,,,,,,HQ,St. Paul's Catholic Borehole,Drilling of a borehole,,,,106,107,WI,borehole,,completed,operational,,,excellent,1. It provides sufficient water for the locals. 2. The water is clean and safe for human consumption,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568026730741.jpg,"Not yet corrected, waiting for Zack feedback on proj ID ","the project is 106 they mixed it with the id for Ndamnbul borehole --> Corrected grammar, proj ID and fixed Dep.",Approved,
Kampi Ya Kulima,yes,marigat,marigat,perkera,,,,,,,,,,,,,,,HQ,Ndambul Borehole,Construction Of Borehole,,,,107,224,WI,borehole,,completed,operational,,,excellent,1.There is enough water frequently 2.The water is good for human consumption 3.The piping was not well done.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568363936673.jpg,"Zack, see comment on ID",I can't see the comment,Approved,"the comment was this: could this be 107 instead from the list? yes, Peter checked: 107 is the right ID"
Tinomoi,yes,marigat,bekibon,,,tinomoi,,,,,,,,,,,,,HQ,Tinomoi Borehole,Drilling and equipping of Tinomoi borehole,,,,108,,WI,borehole,,completed,operational,,,excellent,It provides clean and safe water for the people in the community,https://kc.humanitarianresponse.info/attachment/original?media_file=baringo_county/attachments/1568113918684-12_32_47.jpg,,,Approved,Nothing
Tebei,yes,marigat,tuluongoi,,,,tebei,,,,,,,,,,,,HQ,Tebei Borehole,Drilling and Equipping,,,,109,,WI,borehole,,completed,operational,,,excellent,It is well built and it provides enough water for the people in the community,https://kc.humanitarianresponse.info/attachment/original?media_file=baringo_county/attachments/1568116058927-13_15_6.jpg,,,Approved,Nothing
Katkamuma,yes,marigat,tuluongoi,,,,tebei,,,,,,,,,,,,PB,Katkamuma borehole,Fixing power supply because transformer is not working,,,,110,,WI,borehole,,stalled,,,low_budget,poor,"The project isn't working because the transformer isn't working. If supplied with solar panels or exchange transformer, the borehole will work and supply water to Katkamuma ECDE.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568115363895.jpg,Fixed department and corrected spelling mistakes,,Approved,
Buiwon,yes,marigat,bekibon,,,buiwon,,,,,,,,,,,,,HQ,Buiwon Borehole,Extension of water pipeline,,,"604,148.00",113,,WI,borehole,,completed,operational,,,adequate,"The pipes for water intake from the source are few, only two are functioning and the third one is broken",https://kc.humanitarianresponse.info/attachment/original?media_file=baringo_county/attachments/1568108100971-13_27_46.jpg,,,Approved,Nothing
Sogon,yes,marigat,sokta,,,,,,,sogon,,,,,,,,,PB,Sogon water project,Water pipeline extension,,,"1,380,000.00",118,,WI,Water_project,,on_going,,,,adequate,The project needs taps to control spillage and installation of a tank to store water.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568374995966.jpg,Nothing,,Approved,
Koriema,yes,marigat,kimalel,,,,,koriema,,,,,,,,,,,HQ,Koriema Dispensary,Renovation and fencing works at Koriema Dispensary,,,"1,184,335.04",127,,HS,dispensary,,completed,operational,,,excellent,It is well fenced and fully furnished,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568379629709.jpg,"Corrected spelling mistake. Though there is another 127 on Kobo only, still to understand why since I don't find it on csv",,Approved,
TownA,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Sub County Hospital,Construction of Marigat Sub County Wards,,,"2,500,000.00",128,121,HS,hospital,,on_going,,,,adequate,"Construction is still going on. They have already put on the roof, and they are still painting the wall. Windows have already been installed but the fencing of the compound has not yet been done.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568275645540.jpg,"Zack, see comment on ID","It should be 128, 125 is septic tank and paedtriatic ward --> ok, corrected to ID 128, corrected project name and fixed Dep",Approved,
Kapkwei,yes,marigat,kiponjos,,kaptich,,,,,,,,,,,,,,PB,Kapkwei Dispensary,Staff house,,,"500,000.00",129,,HS,Other_1,Staff Houses,on_going,,,,adequate,"Project is still under construction, once complete it will be able to accomodate more staff",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568821884863.jpg,Corrected grammar,Approved,,
Kibingor,yes,marigat,kimondis,,,,,,kibingor,,,,,,,,,,HQ,Kibingor Dispensary,Construction of a maternity block,,,"1,000,000.00",131,,HS,dispensary,,completed,non_operational,,,adequate,It is well built but not functional,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568282784464.jpg,"Corrected project name, fixed Dep",,Approved,
Bekibon,yes,marigat,bekibon,,,tinomoi,,,,,,,,,,,,,PB,Bekibon dispensary,Renovation works at Bekibon dispensary: painting of the walls,,,"500,000.00",132,,HS,dispensary,,completed,operational,,,adequate,Painting of Bekibon dispensary has improved the appearance of the facility.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568195113388.jpg,Fixed department and corrected spelling mistakes,,Approved,
Sabor,yes,marigat,kimalel,,,,,sabor,,,,,,,,,,,HQ,Sabor Dispensary,Renovation of Sabor Dispesary,,,"1,000,000.00",134,,HS,dispensary,,completed,operational,,,excellent,Well furnished,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568363850818.jpg,Corrected spelling mistake,,Approved,
Sirwet,yes,marigat,kiponjos,,kaptich,,,,,,,,,,,,,,PB,Kapkures Dispensary,Extension of dispensary. One extra room,,,"1,000,000.00",135,,HS,dispensary,,completed,operational,,,adequate,The extended room is well constructed and will create more room for the dispensary operations.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568822943938.jpg,Corrected spaces in between words,Approved,,
Maoi,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Maoi Dispensary,Construction of dispensary,,,"2,500,000.00",136,,HS,dispensary,,completed,operational,,,excellent,Well constructed,https://kc.humanitarianresponse.info/attachment/original?media_file=baringo_county/attachments/1570174237667.jpg,,,Approved,Nothing
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Sub County Hospital,Proposed erection and completion of ward block,,,"4,000,000.00",138,,HS,hospital,,on_going,,,,adequate,It is spacious but needs to be renovated,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1570000414885.jpg,,,Approved,Corrected project name
Bekibon,yes,marigat,bekibon,,,tinomoi,,,,,,,,,,,,,PB,Bekibon dispensary-maternity,Renovation of maternity wing,,,"2,000,000.00",140,,HS,dispensary,,on_going,,,,adequate,Building is under renovation and after completion it will improve the quality of the structure. The use of the facility will help reduce mortality rate in the area.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568194798631.jpg,"Fixed department, and left ""maternity"" in the project name to distinguish from 132",,Approved,
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Sub County Hospital,Construction Of Mortuary,,,"4,000,000.00",142,122,HS,Other_1,Mortuary,on_going,,,,adequate,Construction is ongoing. There is no window panes. There are no tiles,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568279207012.jpg,"Zack, see comment on ID","The correct project is 142 --> okay, corrected project name, ID to 142, grammar and fixed Dep. Not anymore to be counted as one of the 122 only on Kobo and not csv.",Approved,"now there are 2 142 on Kobo, I can't understand the other one not approved"
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Marigat Sub County Hospital,Equipping of Mortuary block,,,"3,000,000.00",142,,HS,Other_1,Mortuary,on_going,,,,adequate,It needs more man power to be completed,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1569999701964.jpg,,,Approved,"Corrected project name and grammar. Now there are two 142 (one is construction and the other is equipping) --> shall we leave them separated with same ID? yes, then Approved"
Bekibon,yes,marigat,bekibon,,,buiwon,,,,,,,,,,,,,PB,Bekibon Storage Tank,Installation of Water storage tank,,,,144,144,WI,Water_project,,completed,operational,,,excellent,It's serving the school but it's a small tank.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568109836407.jpg,"Corrected project name, fixed Dep and spelling mistakes",,Approved,
Parkaren,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Parkarin ECDE,Construction Of ECDE Centerpiece,,,,145,200,EDU,ecde_centre,,completed,operational,,,excellent,1. It has generated jobs for teachers. 2. It has also created a conducive environment for the learners,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568032998385.jpg,Corrected ID and fixed Dep,,Approved,
Town A,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,PB,Sub County Referral Hospital,Construction of General wards,,,,146,124,HS,hospital,,stalled,,,low_budget,excellent,The structure of the buildings are of good quality also it's spacious to accomodate the community,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568033967704.jpg,"Not yet corrected, waiting for Zack feedback on proj ID","The id was changed to 146...124 is what they had added in the field --> okay, corrected project name, grammar, proj ID and fixed Dep",Approved,
Kabusa,yes,marigat,ewalel_soi,,,,,,,,kabusa,,,,,,,,PB,Seguitonin ECDE,Construction of ECDE classroom.,,,,147,125,EDU,ecde_centre,,completed,operational,,,adequate,"The projects needs rennovation of windows panes, floor and desks.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568111195065.jpg,"Corrected ID, fixed Dep",,Approved,
Barsemoi,yes,marigat,ewalel_soi,,,,,,,,kabusa,,,,,,,,PB,Barsemoi Dispensary,Construction of maternity ward and equipping of dispensary.,,,"5,452,701.80",148,126,HS,dispensary,,completed,operational,,,excellent,"The facility is excellent but requires repairing of ceiling, painting of roofs, supply of water and additional staff.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568114914970.jpg,"Corrected project name, spelling mistakes, ID and fixed Dep",,Approved,
Kimalel,yes,marigat,kimalel,,,,,kimalel,,,,,,,,,,,PB,Kimalel Dispensary Borehole,Drilling and Equipping,,,,149,,WI,borehole,,completed,operational,,,excellent,The project is excellent just needs more piping and clearing of the bush around it,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568713906249.jpg,"no. 149 both on 10/09 and 17/18/19: this one is correct to keep according to Zack comment on 10/09, so corrected grammar.",Approved,,
Kipsogon,yes,mogotio,,,,,,,,,,mogotio,mogotio,,,,,,PB,Logiri ECDE,Construction of ECDE classroom,,,,150,500,EDU,ecde_centre,,on_going,,,,adequate,"1. Floor cracks. 2. No windows glasses. 3. No water tank. 4. The structure is very good, generally.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568104076322.jpg,"Corrected ECDE and ID, fixed Dep",,Approved,
Logiri,yes,mogotio,,,,,,,,,,mogotio,mogotio,,,,,,PB,Logiri Livestock Improvement Center,"Water tank for water harvesting, volume 24,000 litres",,,,151,501,AGLF,Water_project,,completed,non_operational,,,excellent,"It's still new, has not yet been mounted to be used.",https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568106572554.jpg,"Corrected project name, ID, fixed Dep and spelling mistake",,Approved,
Mogotio,yes,mogotio,,,,,,,,,,mogotio,mogotio,,,,,,PB,Mogotio Sub County Hospital Fence,Erecting of Fence at Mogotio Sub County Hospital,,,,152,503,HS,hospital,,on_going,,,,excellent,Concrete posts being used is of high standards and the project is ongoing smoothly.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568110151149.jpg,Fixed Dep and corrected ID,,Approved,
Tinomoi,yes,marigat,bekibon,,,tinomoi,,,,,,,,,,,,,PB,Tinomoi Dispensary,Construction of Tinomoi dispensary.,,,"2,429,956.00",153,146,HS,dispensary,,completed,operational,,,adequate,The structure is well built but lack of water is the main challenge,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568195813297.jpg,"Not yet corrected, waiting for Zack feedback on ID","It should be 153 --> okay, then corrected capitalization, ID, grammar and fixed Dep",Approved,
Katkamuma,yes,marigat,bekibon,,,tinomoi,,,,,,,,,,,,,PB,Katkamuma ECDE,Construction of ECDE Classroom,,,,155,200,EDU,ecde_centre,,completed,operational,,,excellent,The structure is well built and used by the school.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568195598378.jpg,"Not yet corrected, waiting for Zack feedback on ID","It corrected to 155 --> okay, then corrected ECDE, fixed Dep and corrected ID",Approved,
Loberer,yes,marigat,marigat,yatoi,,,,,,,,,,,,,,,HQ,Loberer ECDE,Construction of ECDE Classroom,,,,156,1000,EDU,ecde_centre,,completed,operational,,,excellent,The building is well done and is conducive for learning.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568115360672.jpg,Corrected ID and fixed Dep,,Approved,
Ketipterkek,yes,marigat,kimondis,,,,,,kibingor,,,,,,,,,,HQ,Katepterkek Irrigation Scheme,Plantation and irrigation of food crops,,,"2,000,000.00",157,,ALF,irrigation_scheme,,completed,operational,,,excellent,1. It provides enough water for irrigating the crops even during dry seasons. 2. It promotes food security in the region.,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1568277520636.jpg,"Zack, see comment on Dep: here it was wrongly indicated as WI","It should be under ALF, the list was updated after they had collected the data --> okay, corrected project name, grammar and ALF as Dep",Approved,
Ngosonik,yes,marigat,marigat,perkera,,,,,,,,,,,,,,,HQ,Kamarura ECDE,Construction Of ECDE Classroom,,,"3,953,070.60",161,,EDU,ecde_centre,,completed,operational,,,excellent,1.Parents are relived because their children are no longer trekking for long distance 2.The building is well done 3.The floor is well but there are no chairs and desks for the pupils.,,Corrected space in between word. It doesn't have a picture,,Approved,
